setting,model_family,method,coverage_mean,coverage_sd,coverage_error_mean,avg_length_mean,avg_length_sd,median_length_mean,max_abs_cond_error_mean,mean_abs_cond_error_mean,worst_undercoverage_mean,worst_overcoverage_mean,pi_upper_max_abs_cond_error_mean,pi_upper_mean_abs_cond_error_mean,pi_upper_worst_undercoverage_mean,pi_upper_worst_overcoverage_mean,mode_entropy_max_abs_cond_error_mean,mode_entropy_mean_abs_cond_error_mean,mode_entropy_worst_undercoverage_mean,mode_entropy_worst_overcoverage_mean,mode_margin_max_abs_cond_error_mean,mode_margin_mean_abs_cond_error_mean,mode_margin_worst_undercoverage_mean,mode_margin_worst_overcoverage_mean,mode_separation_max_abs_cond_error_mean,mode_separation_mean_abs_cond_error_mean,mode_separation_worst_undercoverage_mean,mode_separation_worst_overcoverage_mean,length_reduction_vs_abs_pct
heteroskedastic,krr,absolute residual,0.9113333333333333,0.002309401076758497,0.011333333333333343,2.579204517571725,0.0392334082488813,2.5792045175717253,0.14509803921568631,0.07970403345090453,-0.14509803921568631,0.09999999999999998,,,,,,,,,,,,,,,,,0.0
heteroskedastic,krr,gmm density level set (1 comp),0.9113333333333333,0.002309401076758497,0.011333333333333343,2.5799277175423185,0.0407679794936287,2.5799277175423185,0.14509803921568631,0.07970403345090453,-0.14509803921568631,0.09999999999999998,,,,,,,,,,,,,,,,,-0.02803965198054742
heteroskedastic,krr,oracle local normalization,0.9051111111111112,0.01740157506706832,0.005111111111111104,2.607203533115635,0.07203603080423701,2.58764422309705,0.1393617021276596,0.05761771342966587,-0.1393617021276596,0.07163120567375887,,,,,,,,,,,,,,,,,-1.0855678699830527
heteroskedastic,krr,blended normalized residual gamma=0.75,0.9086666666666666,0.0013333333333333253,0.008666666666666637,2.6826678356351743,0.019986447351709593,2.52658999146449,0.13581560283687943,0.06912001744604997,-0.13581560283687943,0.09822695035460989,,,,,,,,,,,,,,,,,-4.0114429607489335
heteroskedastic,krr,blended normalized residual gamma=0.50,0.908,0.003527668414752855,0.00799999999999997,3.167244882065105,0.015545766681494187,2.82611783471464,0.11276595744680855,0.055125251261046004,-0.11276595744680855,0.08936170212765955,,,,,,,,,,,,,,,,,-22.79929181602899
heteroskedastic,krr,blended normalized residual gamma=0.25,0.9017777777777778,0.0010183501544346553,0.00177777777777773,4.365643547536956,0.1547036733310611,3.7101417686145557,0.08758485986270718,0.0396241039936284,-0.08297493078469298,0.07872340425531914,,,,,,,,,,,,,,,,,-69.26317854185257
heteroskedastic,krr,stabilized normalized residual,0.8993333333333333,0.007571877794400362,-0.0006666666666666673,10.4860743519841,0.7002703407953998,8.528076780008197,0.05313080744870483,0.02679509424659612,-0.045930519209618104,0.05212765957446808,,,,,,,,,,,,,,,,,-306.56234434082614
heteroskedastic,krr,locally normalized residual,0.8982222222222221,0.011001683372876955,-0.001777777777777804,115.4334260711485,16.54408775825536,85.63934105386345,0.04866310160427808,0.021651828042629048,-0.042374938369932114,0.04316759585845942,,,,,,,,,,,,,,,,,-4375.543730042277
heteroskedastic,mlp,stabilized normalized residual,0.9031111111111111,0.013238552007650171,0.0031111111111111014,1.784102221272822,0.033810996753392504,1.6632997798721068,0.08758865248226948,0.037675408654757846,-0.04769408730610233,0.08758865248226948,,,,,,,,,,,,,,,,,10.258996007271842
heteroskedastic,mlp,blended normalized residual gamma=0.25,0.9082222222222223,0.003421067626297931,0.008222222222222205,1.7853021822100965,0.0061262752410479,1.691326170358808,0.09822695035460989,0.053409802025258836,-0.07082906663632575,0.09822695035460989,,,,,,,,,,,,,,,,,10.198637526698766
