setting,model_family,method,coverage,coverage_error,avg_length,median_length,qhat,max_abs_cond_error,mean_abs_cond_error,worst_undercoverage,worst_overcoverage,seed,pi_upper_max_abs_cond_error,pi_upper_mean_abs_cond_error,pi_upper_worst_undercoverage,pi_upper_worst_overcoverage,mode_entropy_max_abs_cond_error,mode_entropy_mean_abs_cond_error,mode_entropy_worst_undercoverage,mode_entropy_worst_overcoverage,mode_margin_max_abs_cond_error,mode_margin_mean_abs_cond_error,mode_margin_worst_undercoverage,mode_margin_worst_overcoverage,mode_separation_max_abs_cond_error,mode_separation_mean_abs_cond_error,mode_separation_worst_undercoverage,mode_separation_worst_overcoverage
heteroskedastic,krr,blended normalized residual gamma=0.50,0.9053333333333333,0.005333333333333301,3.1679936271669504,2.8444531123223795,99.77743181492569,0.10212765957446812,0.05426243031061556,-0.10212765957446812,0.07340425531914896,1,,,,,,,,,,,,,,,,
heteroskedastic,krr,blended normalized residual gamma=0.75,0.91,0.010000000000000009,2.695503641230852,2.5451665857218213,92.72560694610466,0.11808510638297876,0.06424650130845375,-0.11808510638297876,0.09999999999999998,1,,,,,,,,,,,,,,,,
heteroskedastic,krr,oracle local normalization,0.9033333333333333,0.0033333333333332993,2.6355688962753714,2.6163575673212236,2.6601908909444645,0.1712765957446809,0.06422161224257594,-0.1712765957446809,0.08404255319148934,1,,,,,,,,,,,,,,,,
heteroskedastic,krr,gmm density level set (1 comp),0.91,0.010000000000000009,2.5354462051708992,2.5354462051708992,572.0884413626247,0.1352941176470589,0.07732819433382637,-0.1352941176470589,0.09999999999999998,1,,,,,,,,,,,,,,,,
heteroskedastic,krr,absolute residual,0.91,0.010000000000000009,2.588988324091812,2.5889883240918126,1.2944941620459063,0.1712765957446809,0.07889193878712025,-0.1712765957446809,0.09999999999999998,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,locally normalized residual,0.898,-0.0020000000000000018,112.36954976078587,82.04841436877278,3212.5792479762526,0.03903743315508024,0.019739873705768574,-0.03903743315508024,0.036170212765957444,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,stabilized normalized residual,0.894,-0.006000000000000005,9.999045824458344,7.915192850793236,281.16827084107894,0.05212765957446808,0.023736346569575614,-0.03903743315508024,0.05212765957446808,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,blended normalized residual gamma=0.25,0.9006666666666666,0.0006666666666665932,4.321742976720791,3.5981748288968696,130.17195072805498,0.08936170212765959,0.03395224143816135,-0.07553191489361699,0.08936170212765959,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,blended normalized residual gamma=0.50,0.9066666666666666,0.006666666666666599,3.1824027468705585,2.7999838862749677,103.19734753797245,0.123404255319149,0.05420554101718056,-0.123404255319149,0.09999999999999998,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,blended normalized residual gamma=0.75,0.9086666666666666,0.0086666666666666,2.659640006625123,2.486583559289568,93.40002902346424,0.14468085106382977,0.06688474229150072,-0.14468085106382977,0.09999999999999998,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,oracle local normalization,0.8886666666666667,-0.011333333333333306,2.525302727199359,2.5429313685405512,2.525375868563667,0.16595744680851066,0.05262615200819207,-0.16595744680851066,0.057446808510638325,2,,,,,,,,,,,,,,,,
heteroskedastic,krr,gmm density level set (1 comp),0.91,0.010000000000000009,2.5888240200166024,2.5888240200166024,694.6806100860756,0.1712765957446809,0.07889193878712025,-0.1712765957446809,0.09999999999999998,2,,,,,,,,,,,,,,,,
